Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
60, 1, City Defense, Started
60, 1, Operation Settle New City running
60, Settle New City, 1, , Battle line, 22:22, 1 endangered
73, 6, Settle New City, Operation Move, UNIT_WARRIOR, 60:25, 58:21, 60:24
73, 6, City Defense, No recruits to reach minimum, , , 
73, 6, City Defense, No recruits to match strength, , Enemy Str: 67.0, 
73, 6, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
73, 6, City Defense, Operation Attack Units, UNIT_ARCHER, At 59:24, Move 59:24, Attack 57:23
73, 6, Attack Enemy City, No recruits to reach minimum, , , 
73, 6, Attack Enemy City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_WARRIOR
73, 6, Attack Enemy City, Operation Move, UNIT_WARRIOR, 62:25, 62:25, 62:25
73, 6, Attack Barb Camp, No recruits to reach minimum, , , 
73, 6, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
73, 6, Naval Superiority, No recruits to reach minimum, , , 
73, 6, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
73, 6, Naval Superiority, Operation complete
73, 7, Operation City Defense running
73, City Defense, 7, , Battle line, 22:40, 0 endangered
73, 7, City Defense, ,0, Not Ready, UNIT_SCOUT; 
73, 7, Operation Attack Enemy City running
73, Attack Enemy City, 7, , Battle line, 21:39, 1 endangered
73, 7, Attack Enemy City, ,0, Not Ready, UNIT_AZTEC_EAGLE_WARRIOR; 
73, 7, Operation Settle New City running
73, 7, Settle New City, ,0, Not Ready, 
73, 7, Naval Superiority, Started
73, 7, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
73, 7, Attack Enemy City, No recruits to reach minimum, , , 
73, 7, Attack Enemy City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
73, 7, Attack Enemy City, Operation Protect Units, UNIT_AZTEC_EAGLE_WARRIOR, Move 21 39
73, 7, Naval Superiority, No recruits to reach minimum, , , 
73, 7, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
73, 7, Naval Superiority, Operation complete
73, 8, Operation City Defense running
73, 8, City Defense, ,0, Ready, UNIT_WARRIOR; 
73, 8, City Defense, No recruits to reach minimum, , , 
73, 8, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
73, 8, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
73, 10, Operation City Defense running
73, 10, City Defense, ,0, Ready, UNIT_ARCHER; 
73, 10, City Defense, No recruits to reach minimum, , , 
73, 10, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
73, 10, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
73, 11, Operation City Defense running
73, 11, City Defense, ,0, Ready, UNIT_WARRIOR; 
73, 11, City Defense, No recruits to reach minimum, , , 
73, 11, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
73, 11, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
73, 12, Operation Attack Barb Camp running
73, 12, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
73, 12, Attack Barb Camp, No recruits to reach minimum, , , 
73, 12, Attack Barb Camp, No recruits to match strength, , Enemy Str: 35.0, 
73, 12, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
73, 12, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 66:11, 67:5, 66:10
73, 12, Attack Barb Camp, Operation Move, UNIT_ARCHER, 68:11, 68:7, 69:10
73, 13, Operation Attack Barb Camp running
73, 13, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
73, 13, Attack Barb Camp, No recruits to reach minimum, , , 
73, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 10.0, 
73, 13, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
73, 13, Attack Barb Camp, Attack Target Move, UNIT_WARRIOR, At 75:25, Move 75:23, Arrive 75:24
73, 13, Attack Barb Camp, Attack Target Range Attack, UNIT_ARCHER, At 76:24
73, 15, Operation Attack Barb Camp running
73, 15, Attack Barb Camp, ,0, Not Ready, UNIT_ARCHER; 
73, 15, Attack Barb Camp, Recruiting minimums, , , UNIT_WARRIOR
73, 15, Attack Barb Camp, Recruiting strength, , Enemy Str: 27.0, UNIT_WARRIOR
73, 15, Attack Barb Camp, Operation Recruit, 2 units, Recruited 1, Contract for: UNIT_HEAVY_CHARIOT
73, 15, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 62:11, Move -9999:-9999, Arrive 63:9
73, 15, Attack Barb Camp, Attack Target Melee Attack, UNIT_ARCHER, At 67:5
73, 18, Operation Attack Barb Camp running
73, 18, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
73, 18, Attack Barb Camp, Operation Change Target INVALID, No backup
73, 18, Attack Barb Camp, Operation complete
73, 20, Operation Attack Barb Camp running
73, Attack Barb Camp, 20, , Battle line, 74:21, 0 endangered
73, 20, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
73, 20, Attack Barb Camp, No recruits to reach minimum, , , 
73, 20, Attack Barb Camp, No recruits to match strength, , Enemy Str: 35.0, 
73, 20, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
73, 20, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 77:22, Move 77:22, Attack 75:22
73, 20, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 76:22, Move 76:22, Attack 75:22
73, 22, Operation City Defense running
73, 22, City Defense, ,0, Ready, UNIT_ARCHER; 
73, 22, City Defense, No recruits to reach minimum, , , 
73, 22, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
73, 22, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
73, 25, Operation City Defense running
73, 25, City Defense, ,0, Ready, UNIT_ARCHER; 
73, 25, City Defense, No recruits to reach minimum, , , 
73, 25, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
73, 25, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
73, 63, Operation Barbarian Attack running
73, Barbarian Attack, 63, , Battle line, 48:35, 0 endangered
73, 63, Barbarian Attack, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; 
73, 63, Operation Barbarian City Assault running
73, 63, Barbarian City Assault, ,0, Not Ready, 
73, 63, Operation Barbarian Attack running
73, 63, Barbarian Attack, ,0, Not Ready, 
73, 63, Operation Barbarian Attack running
73, 63, Barbarian Attack, ,0, Not Ready, 
73, 63, Operation Barbarian Attack running
73, 63, Barbarian Attack, ,0, Not Ready, 
73, 63, Operation Barbarian Attack running
73, 63, Barbarian Attack, ,0, Not Ready, 
73, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 48:33, 48:32, 48:32
73, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 49:36, 47:32, 48:34
73, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 48:37, 47:32, 47:35
74, 1, Operation Attack Enemy City running
74, 1, Attack Enemy City, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; UNIT_ARCHER; UNIT_ARCHER; 
74, 1, Operation Settle New City running
74, 1, Settle New City, ,0, Not Ready, 
74, 1, Operation Naval Superiority running
74, 1, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
74, 1, Operation Attack Enemy City running
74, 1, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
74, 1, Operation Attack Barb Camp running
74, 1, Attack Barb Camp, ,0, Not Ready, 
74, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 21:20, 21:20, 21:20
74, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 17:21, 19:19, 17:21
74, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 22:20, 21:19, 21:19
74, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 23:20, 19:19, 23:20
74, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 13:24, 18:21, 13:23
74, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 9:23, 19:19, 9:23
74, 1, Attack Enemy City, No recruits to reach minimum, , , 
74, 1, Attack Enemy City, No recruits to match strength, , Enemy Str: 81.5, 
74, 1, Attack Enemy City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR
74, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 21:21, 21:21, 21:21
74, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 15:21, 20:21, 16:19
74, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 12:23, 20:21, 13:22
74, 1, Attack Barb Camp, No recruits to reach minimum, , , 
74, 1, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
74, 1, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
74, 2, Operation Settle New City running
74, 2, Settle New City, ,0, Not Ready, UNIT_ARCHER; 
74, 2, Operation Barb Camp Tech Boost running
74, 2, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
74, 2, Operation Attack Enemy City running
74, 2, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
74, 2, Settle New City, No recruits to reach minimum, , , 
74, 2, Settle New City, No recruits to reach minimum, , , 
74, 2, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_SETTLER
74, 2, Settle New City, Operation Move, UNIT_ARCHER, 70:20, 77:32, 70:21
74, 2, Barb Camp Tech Boost, Operation Change Target INVALID, Changing to backup
74, 2, Barb Camp Tech Boost, No recruits to reach minimum, , , 
74, 2, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 20.0, 
74, 2, Barb Camp Tech Boost, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
74, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_WARRIOR, At 69:7, Move -9999:-9999, Arrive 70:8
74, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_ARCHER, At 69:6, Move -9999:-9999, Arrive 69:8
74, 2, Attack Enemy City, No recruits to reach minimum, , , 
74, 2, Attack Enemy City, No recruits to reach minimum, , , 
74, 2, Attack Enemy City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
74, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 67:17, 67:17, 67:17
74, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:17, 68:17, 68:17
74, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:16, 68:16, 68:16
74, 3, Operation Settle New City running
74, 3, Settle New City, ,0, Ready, UNIT_ARCHER; UNIT_SETTLER; UNIT_ARCHER; 
74, 3, Operation Attack Barb Camp running
74, 3, Attack Barb Camp, ,0, Not Ready, 
74, 3, Operation Attack Enemy City running
74, 3, Attack Enemy City, ,0, Not Ready, UNIT_HEAVY_CHARIOT; 
74, 3, Settle New City, No recruits to reach minimum, , , 
74, 3, Settle New City, No recruits to match strength, , Enemy Str: 28.0, 
74, 3, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
74, 3, Settle New City, Operation Move, UNIT_ARCHER, 9:15, 9:15, 9:15
74, 3, Settle New City, Operation Move, UNIT_ARCHER, 15:19, 8:13, 13:19
74, 3, Settle New City, Operation Move, UNIT_SETTLER, 13:19, 8:13, 13:19
74, 3, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
74, 3, Attack Enemy City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
74, 3, Attack Enemy City, Operation Move, UNIT_HEAVY_CHARIOT, 8:19, 8:19, 8:19
74, 4, City Defense, Started
74, 4, Operation City Defense running
74, 4, City Defense, ,0, Ready, 
74, 4, Operation Settle New City running
74, 4, Settle New City, ,0, Not Ready, 
74, 4, Operation Attack Enemy City running
74, Attack Enemy City, 4, , Battle line, 10:42, 0 endangered
74, 4, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
74, 4, Operation Naval Superiority running
74, Naval Superiority, 4, , Battle line, 61:33, 0 endangered
74, 4, Naval Superiority, ,0, Ready, UNIT_GALLEY; UNIT_GALLEY; 
74, 4, Attack Barb Camp, Started
74, 4, City Defense, No recruits to reach minimum, , , 
74, 4, City Defense, Recruiting strength, , Enemy Str: 43.0, UNIT_SCOUT
74, 4, City Defense, Recruiting strength, , Enemy Str: 43.0, UNIT_SCOUT
74, City Defense, 4, , Battle line, 10:45, 0 endangered
74, 4, City Defense, Operation Recruit, 2 units, Recruited 2, Contract for: UNIT_ARCHER
74, 4, City Defense, Operation Move, UNIT_SCOUT, 12:46, 9:44, 11:46
74, 4, City Defense, Operation Move, UNIT_SCOUT, 14:50, 9:44, 13:50
74, 4, Attack Barb Camp, No recruits to reach minimum, , , 
74, 4, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
74, Attack Enemy City, 4, , Battle line, 10:42, 0 endangered
74, 4, Attack Enemy City, No recruits to reach minimum, , , 
74, Attack Enemy City, 4, , Battle line, 10:42, 0 endangered
74, 4, Attack Enemy City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_ARCHER
74, 4, Attack Enemy City, Operation Move, UNIT_WARRIOR, 12:41, 12:41, 12:41
74, 4, Attack Enemy City, Operation Move, UNIT_WARRIOR, 12:42, 12:42, 12:42
74, 4, Attack Enemy City, Operation Move, UNIT_WARRIOR, 11:41, 11:41, 11:41
74, 4, Naval Superiority, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_GALLEY
74, 5, Operation Settle New City running
74, 5, Settle New City, ,0, Not Ready, 
74, 5, Operation Attack Barb Camp running
74, 5, Attack Barb Camp, ,0, Not Ready, UNIT_WARRIOR; 
74, 5, Operation Attack Enemy City running
74, 5, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
74, 5, Operation Naval Superiority running
74, 5, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
74, 5, Operation City Defense running
74, City Defense, 5, , Battle line, 48:37, 0 endangered
74, 5, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
74, City Defense, 5, , Battle line, 48:37, 0 endangered
74, City Defense, 5, , Battle line, 48:37, 0 endangered
74, 5, City Defense, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_ARCHER
74, 5, Attack Barb Camp, No recruits to reach minimum, , , 
74, 5, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
74, 5, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 59:42, 59:45, 59:44
74, 5, Attack Enemy City, No recruits to reach minimum, , , 
74, 5, Attack Enemy City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
74, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 54:44, 59:45, 55:45
74, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 53:45, 59:45, 55:44
74, 5, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
74, 6, Operation Settle New City running
74, Settle New City, 6, , Battle line, 57:23, 0 endangered
74, 6, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
74, 6, Operation Attack Barb Camp running
74, 6, Attack Barb Camp, ,0, Not Ready, 
74, 6, Operation City Defense running
74, City Defense, 6, , Battle line, 57:23, 0 endangered
74, 6, City Defense, ,0, Ready, UNIT_ARCHER; 
74, 6, Operation Attack Enemy City running
74, 6, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; 
74, 6, Naval Superiority, Started
74, 6, Settle New City, No recruits to reach minimum, , , 
74, 6, Settle New City, No recruits to match strength, , Enemy Str: 20.0, 
74, 6, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
74, 6, Settle New City, Operation Move, UNIT_SETTLER, 60:24, 58:20, 60:24
74, 6, Settle New City, Operation Move, UNIT_WARRIOR, 60:24, 58:20, 60:24
74, 6, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
74, 6, City Defense, Operation Attack Units, UNIT_ARCHER, At 59:24, Move 59:24, Attack 57:23
74, 6, Attack Enemy City, No recruits to reach minimum, , , 
74, 6, Attack Enemy City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_WARRIOR
74, 6, Attack Enemy City, Operation Move, UNIT_WARRIOR, 62:25, 62:25, 62:25
74, 6, Attack Barb Camp, No recruits to reach minimum, , , 
74, 6, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
74, 6, Naval Superiority, No recruits to reach minimum, , , 
74, 6, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
74, 6, Naval Superiority, Operation complete
74, 7, City Defense, Started
74, 7, Operation City Defense running
74, 7, City Defense, ,0, Not Ready, 
74, 7, Operation City Defense running
74, City Defense, 7, , Battle line, 21:40, 0 endangered
74, 7, City Defense, ,0, Not Ready, UNIT_SCOUT; 
74, 7, Operation Attack Enemy City running
74, Attack Enemy City, 7, , Battle line, 20:39, 0 endangered
74, 7, Attack Enemy City, ,0, Not Ready, UNIT_AZTEC_EAGLE_WARRIOR; 
74, 7, Operation Settle New City running
74, 7, Settle New City, ,0, Not Ready, 
74, 7, Naval Superiority, Started
74, 7, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
74, 7, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
74, 7, City Defense, Operation complete
74, 7, Attack Enemy City, No recruits to reach minimum, , , 
74, 7, Attack Enemy City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
74, 7, Attack Enemy City, Operation Attack Units, UNIT_AZTEC_EAGLE_WARRIOR, At 21:39, Move 21:38, Attack -9999:-9999
74, 7, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
74, 7, Naval Superiority, Operation complete
74, 8, Operation City Defense running
74, 8, City Defense, ,0, Ready, UNIT_WARRIOR; 
74, 8, City Defense, No recruits to reach minimum, , , 
74, 8, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
74, 8, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
74, 10, Operation City Defense running
74, 10, City Defense, ,0, Ready, UNIT_ARCHER; 
74, 10, City Defense, No recruits to reach minimum, , , 
74, 10, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
74, 10, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
74, 11, Operation City Defense running
74, 11, City Defense, ,0, Ready, UNIT_WARRIOR; 
74, 11, City Defense, No recruits to reach minimum, , , 
74, 11, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
74, 11, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
74, 12, Operation Attack Barb Camp running
74, 12, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
74, 12, Attack Barb Camp, No recruits to reach minimum, , , 
74, 12, Attack Barb Camp, No recruits to match strength, , Enemy Str: 35.0, 
74, 12, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
74, 12, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 66:10, 68:6, 66:9
74, 12, Attack Barb Camp, Operation Move, UNIT_ARCHER, 69:10, 68:7, 68:9
74, 13, Operation Attack Barb Camp running
74, 13, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
74, 13, Attack Barb Camp, Operation Change Target INVALID, No backup
74, 13, Attack Barb Camp, Operation complete
74, 15, Operation Attack Barb Camp running
74, 15, Attack Barb Camp, ,0, Ready, UNIT_ARCHER; UNIT_WARRIOR; 
74, 15, Attack Barb Camp, Operation Change Target INVALID, No backup
74, 15, Attack Barb Camp, Operation complete
74, 20, Operation Attack Barb Camp running
74, Attack Barb Camp, 20, , Battle line, 74:21, 0 endangered
74, 20, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
74, 20, Attack Barb Camp, Operation Change Target INVALID, No backup
74, 20, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 75:22, Move 75:22, Attack 74:21
74, 20, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 77:22, Move 76:21, Attack -9999:-9999
74, 20, Attack Barb Camp, Operation complete
74, 22, Operation City Defense running
74, 22, City Defense, ,0, Ready, UNIT_ARCHER; 
74, 22, City Defense, No recruits to reach minimum, , , 
74, 22, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
74, 22, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
74, 25, Operation City Defense running
